== Frequent Itemsets ==
34 (7914)
59 (5176)
63 (4936)
76 (4384)
23 (3376)
93 (3968)
52 (3516)
86 (7924)
85 (8124)
36 (6812)
3 (3656)
67 (4464)
90 (7488)
1 (3916)
39 (5612)
2 (4208)
10 (3244)
53 (4608)
28 (3528)
24 (4748)
110 (4040)
6 (3152)
56 (3776)
116 (3148)
34 59 36 85 => 86 63 (conf: 0.82)
34 59 86 85 => 36 63 (conf: 0.70)
34 63 36 86 => 85 59 (conf: 0.87)
34 63 36 85 => 86 59 (conf: 0.87)
34 63 86 85 => 36 59 (conf: 0.74)
59 63 36 86 => 85 34 (conf: 1.00)
59 63 36 85 => 86 34 (conf: 0.95)
59 63 86 85 => 36 34 (conf: 0.88)
59 36 86 85 => 34 63 (conf: 0.82)
63 36 86 85 => 34 59 (conf: 0.87)
34 59 63 36 86 => 85 (conf: 1.00)
34 59 63 36 85 => 86 (conf: 1.00)
34 59 63 86 85 => 36 (conf: 0.88)
34 59 36 86 85 => 63 (conf: 0.82)
34 63 36 86 85 => 59 (conf: 0.87)
59 63 36 86 85 => 34 (conf: 1.00)
93 => 34 90 36 86 85 (conf: 0.80)
34 93 => 36 85 86 90 (conf: 0.84)
90 93 => 36 85 86 34 (conf: 0.89)
36 93 => 85 90 86 34 (conf: 0.91)
86 93 => 36 90 85 34 (conf: 0.84)
85 93 => 36 90 86 34 (conf: 0.80)
34 90 93 => 36 86 85 (conf: 0.94)
34 36 93 => 85 86 90 (conf: 0.96)
34 86 93 => 36 85 90 (conf: 0.84)
34 85 93 => 36 86 90 (conf: 0.84)
90 36 93 => 85 86 34 (conf: 0.94)
90 86 93 => 36 85 34 (conf: 0.94)
90 85 93 => 36 86 34 (conf: 0.89)
36 86 93 => 90 85 34 (conf: 0.96)
36 85 93 => 90 86 34 (conf: 0.91)
86 85 93 => 36 90 34 (conf: 0.84)
34 90 36 93 => 86 85 (conf: 1.00)
34 90 86 93 => 36 85 (conf: 0.94)
34 90 85 93 => 36 86 (conf: 0.94)
34 36 86 93 => 85 90 (conf: 0.96)
34 36 85 93 => 86 90 (conf: 0.96)
34 86 85 93 => 36 90 (conf: 0.84)
90 36 86 93 => 85 34 (conf: 1.00)
90 36 85 93 => 86 34 (conf: 0.94)
90 86 85 93 => 36 34 (conf: 0.94)
36 86 85 93 => 90 34 (conf: 0.96)
34 90 36 86 93 => 85 (conf: 1.00)
34 90 36 85 93 => 86 (conf: 1.00)
34 90 86 85 93 => 36 (conf: 0.94)
34 36 86 85 93 => 90 (conf: 0.96)
90 36 86 85 93 => 34 (conf: 1.00)
59 => 34 36 86 85 23 (conf: 0.60)
23 => 34 59 36 86 85 (conf: 0.93)
34 59 => 36 86 85 23 (conf: 0.63)
34 23 => 36 86 85 59 (conf: 0.93)
59 36 => 85 86 34 23 (conf: 0.71)
59 86 => 36 85 34 23 (conf: 0.63)
59 85 => 36 86 34 23 (conf: 0.60)
59 23 => 36 85 86 34 (conf: 0.97)
36 23 => 85 86 34 59 (conf: 0.96)
86 23 => 36 85 34 59 (conf: 0.93)
85 23 => 36 86 34 59 (conf: 0.93)
34 59 36 => 86 85 23 (conf: 0.74)
34 59 86 => 36 85 23 (conf: 0.63)
34 59 85 => 36 86 23 (conf: 0.63)
34 59 23 => 36 86 85 (conf: 0.97)
34 36 23 => 86 85 59 (conf: 0.96)
34 86 23 => 36 85 59 (conf: 0.93)
34 85 23 => 36 86 59 (conf: 0.93)
59 36 86 => 85 34 23 (conf: 0.74)
59 36 85 => 86 34 23 (conf: 0.71)
59 36 23 => 85 86 34 (conf: 1.00)
59 86 85 => 36 34 23 (conf: 0.63)
59 86 23 => 36 85 34 (conf: 0.97)
59 85 23 => 36 86 34 (conf: 0.97)
36 86 23 => 85 34 59 (conf: 0.96)
36 85 23 => 86 34 59 (conf: 0.96)
86 85 23 => 36 34 59 (conf: 0.93)
34 59 36 86 => 85 23 (conf: 0.74)
34 59 36 85 => 86 23 (conf: 0.74)
34 59 36 23 => 86 85 (conf: 1.00)
34 59 86 85 => 36 23 (conf: 0.63)
34 59 86 23 => 36 85 (conf: 0.97)
34 59 85 23 => 36 86 (conf: 0.97)
34 36 86 23 => 85 59 (conf: 0.96)
34 36 85 23 => 86 59 (conf: 0.96)
34 86 85 23 => 36 59 (conf: 0.93)
59 36 86 85 => 34 23 (conf: 0.74)
59 36 86 23 => 85 34 (conf: 1.00)
59 36 85 23 => 86 34 (conf: 1.00)
59 86 85 23 => 36 34 (conf: 0.97)
36 86 85 23 => 34 59 (conf: 0.96)
34 59 36 86 85 => 23 (conf: 0.74)
34 59 36 86 23 => 85 (conf: 1.00)
34 59 36 85 23 => 86 (conf: 1.00)
34 59 86 85 23 => 36 (conf: 0.97)
34 36 86 85 23 => 59 (conf: 0.96)
59 36 86 85 23 => 34 (conf: 1.00)
93 => 34 59 86 85 23 (conf: 0.77)
23 => 34 59 86 85 93 (conf: 0.90)
34 59 => 86 85 93 23 (conf: 0.61)
34 93 => 86 85 59 23 (conf: 0.81)
34 23 => 86 85 59 93 (conf: 0.90)
59 86 => 85 34 93 23 (conf: 0.61)
59 93 => 85 86 34 23 (conf: 0.83)
59 23 => 85 86 34 93 (conf: 0.94)
86 93 => 85 34 59 23 (conf: 0.81)
86 23 => 85 34 59 93 (conf: 0.90)
85 93 => 86 34 59 23 (conf: 0.77)
85 23 => 86 34 59 93 (conf: 0.90)
93 23 => 85 86 34 59 (conf: 0.95)
34 59 86 => 85 93 23 (conf: 0.61)
34 59 85 => 86 93 23 (conf: 0.61)
34 59 93 => 86 85 23 (conf: 0.88)
34 59 23 => 86 85 93 (conf: 0.94)
34 86 93 => 85 59 23 (conf: 0.81)
34 86 23 => 85 59 93 (conf: 0.90)
34 85 93 => 86 59 23 (conf: 0.81)
34 85 23 => 86 59 93 (conf: 0.90)
34 93 23 => 86 85 59 (conf: 0.95)
59 86 85 => 34 93 23 (conf: 0.61)
59 86 93 => 85 34 23 (conf: 0.88)
59 86 23 => 85 34 93 (conf: 0.94)
59 85 93 => 86 34 23 (conf: 0.83)
59 85 23 => 86 34 93 (conf: 0.94)
59 93 23 => 85 86 34 (conf: 1.00)
86 85 93 => 34 59 23 (conf: 0.81)
86 85 23 => 34 59 93 (conf: 0.90)
86 93 23 => 85 34 59 (conf: 0.95)
85 93 23 => 86 34 59 (conf: 0.95)
34 59 86 85 => 93 23 (conf: 0.61)
34 59 86 93 => 85 23 (conf: 0.88)
34 59 86 23 => 85 93 (conf: 0.94)
34 59 85 93 => 86 23 (conf: 0.88)
34 59 85 23 => 86 93 (conf: 0.94)
34 59 93 23 => 86 85 (conf: 1.00)
34 86 85 93 => 59 23 (conf: 0.81)
34 86 85 23 => 59 93 (conf: 0.90)
34 86 93 23 => 85 59 (conf: 0.95)
34 85 93 23 => 86 59 (conf: 0.95)
59 86 85 93 => 34 23 (conf: 0.88)
59 86 85 23 => 34 93 (conf: 0.94)
59 86 93 23 => 85 34 (conf: 1.00)
59 85 93 23 => 86 34 (conf: 1.00)
86 85 93 23 => 34 59 (conf: 0.95)
34 59 86 85 93 => 23 (conf: 0.88)
34 59 86 85 23 => 93 (conf: 0.94)
34 59 86 93 23 => 85 (conf: 1.00)
34 59 85 93 23 => 86 (conf: 1.00)
34 86 85 93 23 => 59 (conf: 0.95)
59 86 85 93 23 => 34 (conf: 1.00)
93 => 59 90 36 86 85 (conf: 0.76)
59 90 => 36 86 85 93 (conf: 0.64)
59 36 => 85 86 90 93 (conf: 0.68)
59 86 => 36 85 90 93 (conf: 0.61)
59 93 => 36 85 86 90 (conf: 0.83)
90 93 => 36 86 85 59 (conf: 0.85)
36 93 => 85 86 90 59 (conf: 0.87)
86 93 => 36 85 90 59 (conf: 0.80)
85 93 => 36 86 90 59 (conf: 0.76)
59 90 36 => 86 85 93 (conf: 0.73)
59 90 86 => 36 85 93 (conf: 0.67)
59 90 85 => 36 86 93 (conf: 0.64)
59 90 93 => 36 86 85 (conf: 0.89)
59 36 86 => 85 90 93 (conf: 0.71)
59 36 85 => 86 90 93 (conf: 0.68)
59 36 93 => 85 86 90 (conf: 0.91)
59 86 85 => 36 90 93 (conf: 0.61)
59 86 93 => 36 85 90 (conf: 0.87)
59 85 93 => 36 86 90 (conf: 0.83)
90 36 93 => 86 85 59 (conf: 0.90)
90 86 93 => 36 85 59 (conf: 0.90)
90 85 93 => 36 86 59 (conf: 0.85)
36 86 93 => 85 90 59 (conf: 0.92)
36 85 93 => 86 90 59 (conf: 0.87)
86 85 93 => 36 90 59 (conf: 0.80)
59 90 36 86 => 85 93 (conf: 0.77)
59 90 36 85 => 86 93 (conf: 0.73)
59 90 36 93 => 86 85 (conf: 0.94)
59 90 86 85 => 36 93 (conf: 0.67)
59 90 86 93 => 36 85 (conf: 0.94)
59 90 85 93 => 36 86 (conf: 0.89)
59 36 86 85 => 90 93 (conf: 0.71)
59 36 86 93 => 85 90 (conf: 0.97)
59 36 85 93 => 86 90 (conf: 0.91)
59 86 85 93 => 36 90 (conf: 0.87)
90 36 86 93 => 85 59 (conf: 0.95)
90 36 85 93 => 86 59 (conf: 0.90)
90 86 85 93 => 36 59 (conf: 0.90)
36 86 85 93 => 90 59 (conf: 0.92)
59 90 36 86 85 => 93 (conf: 0.77)
59 90 36 86 93 => 85 (conf: 1.00)
59 90 36 85 93 => 86 (conf: 0.94)
59 90 86 85 93 => 36 (conf: 0.94)
59 36 86 85 93 => 90 (conf: 0.97)
90 36 86 85 93 => 59 (conf: 0.95)
93 => 34 59 90 36 86 (conf: 0.76)
34 59 => 36 86 90 93 (conf: 0.61)
34 93 => 36 86 90 59 (conf: 0.80)
59 90 => 36 86 34 93 (conf: 0.64)
59 36 => 90 86 34 93 (conf: 0.68)
59 86 => 36 90 34 93 (conf: 0.61)
59 93 => 36 90 86 34 (conf: 0.83)
90 93 => 36 86 34 59 (conf: 0.85)
36 93 => 90 86 34 59 (conf: 0.87)
86 93 => 36 90 34 59 (conf: 0.80)
34 59 90 => 36 86 93 (conf: 0.67)
34 59 36 => 86 90 93 (conf: 0.71)
34 59 86 => 36 90 93 (conf: 0.61)
34 59 93 => 36 86 90 (conf: 0.87)
34 90 93 => 36 86 59 (conf: 0.90)
34 36 93 => 86 90 59 (conf: 0.92)
34 86 93 => 36 90 59 (conf: 0.80)
59 90 36 => 86 34 93 (conf: 0.73)
59 90 86 => 36 34 93 (conf: 0.67)
59 90 93 => 36 86 34 (conf: 0.89)
59 36 86 => 90 34 93 (conf: 0.71)
59 36 93 => 90 86 34 (conf: 0.91)
59 86 93 => 36 90 34 (conf: 0.87)
90 36 93 => 86 34 59 (conf: 0.90)
90 86 93 => 36 34 59 (conf: 0.90)
36 86 93 => 90 34 59 (conf: 0.92)
34 59 90 36 => 86 93 (conf: 0.77)
34 59 90 86 => 36 93 (conf: 0.67)
34 59 90 93 => 36 86 (conf: 0.94)
34 59 36 86 => 90 93 (conf: 0.71)
34 59 36 93 => 86 90 (conf: 0.97)
34 59 86 93 => 36 90 (conf: 0.87)
34 90 36 93 => 86 59 (conf: 0.95)
34 90 86 93 => 36 59 (conf: 0.90)
34 36 86 93 => 90 59 (conf: 0.92)
59 90 36 86 => 34 93 (conf: 0.77)
59 90 36 93 => 86 34 (conf: 0.94)
59 90 86 93 => 36 34 (conf: 0.94)
59 36 86 93 => 90 34 (conf: 0.97)
90 36 86 93 => 34 59 (conf: 0.95)
34 59 90 36 86 => 93 (conf: 0.77)
34 59 90 36 93 => 86 (conf: 1.00)
34 59 90 86 93 => 36 (conf: 0.94)
34 59 36 86 93 => 90 (conf: 0.97)
34 90 36 86 93 => 59 (conf: 0.95)
59 90 36 86 93 => 34 (conf: 1.00)
59 => 34 36 86 85 93 (conf: 0.60)
93 => 34 59 36 86 85 (conf: 0.79)
34 59 => 36 86 85 93 (conf: 0.63)
34 93 => 36 86 85 59 (conf: 0.83)
59 36 => 85 86 34 93 (conf: 0.71)
59 86 => 36 85 34 93 (conf: 0.63)
59 85 => 36 86 34 93 (conf: 0.60)
59 93 => 36 85 86 34 (conf: 0.85)
36 93 => 85 86 34 59 (conf: 0.90)
86 93 => 36 85 34 59 (conf: 0.83)
85 93 => 36 86 34 59 (conf: 0.79)
34 59 36 => 86 85 93 (conf: 0.74)
34 59 86 => 36 85 93 (conf: 0.63)
34 59 85 => 36 86 93 (conf: 0.63)
34 59 93 => 36 86 85 (conf: 0.90)
34 36 93 => 86 85 59 (conf: 0.95)
34 86 93 => 36 85 59 (conf: 0.83)
34 85 93 => 36 86 59 (conf: 0.83)
59 36 86 => 85 34 93 (conf: 0.74)
59 36 85 => 86 34 93 (conf: 0.71)
59 36 93 => 85 86 34 (conf: 0.94)
59 86 85 => 36 34 93 (conf: 0.63)
59 86 93 => 36 85 34 (conf: 0.90)
59 85 93 => 36 86 34 (conf: 0.85)
36 86 93 => 85 34 59 (conf: 0.95)
36 85 93 => 86 34 59 (conf: 0.90)
86 85 93 => 36 34 59 (conf: 0.83)
34 59 36 86 => 85 93 (conf: 0.74)
34 59 36 85 => 86 93 (conf: 0.74)
34 59 36 93 => 86 85 (conf: 1.00)
34 59 86 85 => 36 93 (conf: 0.63)
34 59 86 93 => 36 85 (conf: 0.90)
34 59 85 93 => 36 86 (conf: 0.90)
34 36 86 93 => 85 59 (conf: 0.95)
34 36 85 93 => 86 59 (conf: 0.95)
34 86 85 93 => 36 59 (conf: 0.83)
59 36 86 85 => 34 93 (conf: 0.74)
59 36 86 93 => 85 34 (conf: 1.00)
59 36 85 93 => 86 34 (conf: 0.94)
59 86 85 93 => 36 34 (conf: 0.90)
36 86 85 93 => 34 59 (conf: 0.95)
34 59 36 86 85 => 93 (conf: 0.74)
34 59 36 86 93 => 85 (conf: 1.00)
34 59 36 85 93 => 86 (conf: 1.00)
34 59 86 85 93 => 36 (conf: 0.90)
34 36 86 85 93 => 59 (conf: 0.95)
59 36 86 85 93 => 34 (conf: 1.00)
59 => 34 63 90 86 85 (conf: 0.69)
63 => 34 59 90 86 85 (conf: 0.73)
34 59 => 85 86 90 63 (conf: 0.72)
34 63 => 85 86 90 59 (conf: 0.76)
59 63 => 85 90 86 34 (conf: 0.87)
59 90 => 85 86 34 63 (conf: 0.76)
59 86 => 90 85 34 63 (conf: 0.72)
59 85 => 90 86 34 63 (conf: 0.69)
63 90 => 85 86 34 59 (conf: 0.80)
63 86 => 90 85 34 59 (conf: 0.76)
63 85 => 90 86 34 59 (conf: 0.73)
34 59 63 => 85 86 90 (conf: 0.91)
34 59 90 => 86 85 63 (conf: 0.79)
34 59 86 => 85 90 63 (conf: 0.72)
34 59 85 => 86 90 63 (conf: 0.72)
34 63 90 => 86 85 59 (conf: 0.84)
34 63 86 => 85 90 59 (conf: 0.76)
34 63 85 => 86 90 59 (conf: 0.76)
59 63 90 => 85 86 34 (conf: 0.95)
59 63 86 => 90 85 34 (conf: 0.91)
59 63 85 => 90 86 34 (conf: 0.87)
59 90 86 => 85 34 63 (conf: 0.79)
59 90 85 => 86 34 63 (conf: 0.76)
59 86 85 => 90 34 63 (conf: 0.72)
63 90 86 => 85 34 59 (conf: 0.84)
63 90 85 => 86 34 59 (conf: 0.80)
63 86 85 => 90 34 59 (conf: 0.76)
34 59 63 90 => 86 85 (conf: 1.00)
34 59 63 86 => 85 90 (conf: 0.91)
34 59 63 85 => 86 90 (conf: 0.91)
34 59 90 86 => 85 63 (conf: 0.79)
34 59 90 85 => 86 63 (conf: 0.79)
34 59 86 85 => 90 63 (conf: 0.72)
34 63 90 86 => 85 59 (conf: 0.84)
34 63 90 85 => 86 59 (conf: 0.84)
34 63 86 85 => 90 59 (conf: 0.76)
59 63 90 86 => 85 34 (conf: 1.00)
59 63 90 85 => 86 34 (conf: 0.95)
59 63 86 85 => 90 34 (conf: 0.91)
59 90 86 85 => 34 63 (conf: 0.79)
63 90 86 85 => 34 59 (conf: 0.84)
34 59 63 90 86 => 85 (conf: 1.00)
34 59 63 90 85 => 86 (conf: 1.00)
34 59 63 86 85 => 90 (conf: 0.91)
34 59 90 86 85 => 63 (conf: 0.79)
34 63 90 86 85 => 59 (conf: 0.84)
59 63 90 86 85 => 34 (conf: 1.00)
93 => 34 90 86 85 23 (conf: 0.78)
23 => 34 90 86 85 93 (conf: 0.91)
34 93 => 85 86 90 23 (conf: 0.82)
34 23 => 85 86 90 93 (conf: 0.91)
90 93 => 85 86 34 23 (conf: 0.87)
90 23 => 85 86 34 93 (conf: 1.00)
86 93 => 90 85 34 23 (conf: 0.82)
86 23 => 90 85 34 93 (conf: 0.91)
85 93 => 90 86 34 23 (conf: 0.78)
85 23 => 90 86 34 93 (conf: 0.91)
93 23 => 85 90 86 34 (conf: 0.97)
34 90 93 => 86 85 23 (conf: 0.91)
34 90 23 => 86 85 93 (conf: 1.00)
34 86 93 => 85 90 23 (conf: 0.82)
34 86 23 => 85 90 93 (conf: 0.91)
34 85 93 => 86 90 23 (conf: 0.82)
34 85 23 => 86 90 93 (conf: 0.91)
34 93 23 => 85 86 90 (conf: 0.97)
90 86 93 => 85 34 23 (conf: 0.91)
90 86 23 => 85 34 93 (conf: 1.00)
90 85 93 => 86 34 23 (conf: 0.87)
90 85 23 => 86 34 93 (conf: 1.00)
90 93 23 => 85 86 34 (conf: 1.00)
86 85 93 => 90 34 23 (conf: 0.82)
86 85 23 => 90 34 93 (conf: 0.91)
86 93 23 => 90 85 34 (conf: 0.97)
85 93 23 => 90 86 34 (conf: 0.97)
34 90 86 93 => 85 23 (conf: 0.91)
34 90 86 23 => 85 93 (conf: 1.00)
34 90 85 93 => 86 23 (conf: 0.91)
34 90 85 23 => 86 93 (conf: 1.00)
34 90 93 23 => 86 85 (conf: 1.00)
34 86 85 93 => 90 23 (conf: 0.82)
34 86 85 23 => 90 93 (conf: 0.91)
34 86 93 23 => 85 90 (conf: 0.97)
34 85 93 23 => 86 90 (conf: 0.97)
90 86 85 93 => 34 23 (conf: 0.91)
90 86 85 23 => 34 93 (conf: 1.00)
90 86 93 23 => 85 34 (conf: 1.00)
90 85 93 23 => 86 34 (conf: 1.00)
86 85 93 23 => 90 34 (conf: 0.97)
34 90 86 85 93 => 23 (conf: 0.91)
34 90 86 85 23 => 93 (conf: 1.00)
34 90 86 93 23 => 85 (conf: 1.00)
34 90 85 93 23 => 86 (conf: 1.00)
34 86 85 93 23 => 90 (conf: 0.97)
90 86 85 93 23 => 34 (conf: 1.00)
59 => 63 90 36 86 85 (conf: 0.62)
63 => 59 90 36 86 85 (conf: 0.65)
59 63 => 36 85 86 90 (conf: 0.77)
59 90 => 36 86 85 63 (conf: 0.67)
59 36 => 85 86 90 63 (conf: 0.72)
59 86 => 36 85 90 63 (conf: 0.64)
59 85 => 36 86 90 63 (conf: 0.62)
63 90 => 36 86 85 59 (conf: 0.71)
63 36 => 85 86 90 59 (conf: 0.76)
63 86 => 36 85 90 59 (conf: 0.67)
63 85 => 36 86 90 59 (conf: 0.65)
59 63 90 => 36 86 85 (conf: 0.84)
59 63 36 => 85 86 90 (conf: 0.87)
59 63 86 => 36 85 90 (conf: 0.81)
59 63 85 => 36 86 90 (conf: 0.77)
59 90 36 => 86 85 63 (conf: 0.77)
59 90 86 => 36 85 63 (conf: 0.70)
59 90 85 => 36 86 63 (conf: 0.67)
59 36 86 => 85 90 63 (conf: 0.75)
59 36 85 => 86 90 63 (conf: 0.72)
59 86 85 => 36 90 63 (conf: 0.64)
63 90 36 => 86 85 59 (conf: 0.82)
63 90 86 => 36 85 59 (conf: 0.74)
63 90 85 => 36 86 59 (conf: 0.71)
63 36 86 => 85 90 59 (conf: 0.80)
63 36 85 => 86 90 59 (conf: 0.76)
63 86 85 => 36 90 59 (conf: 0.67)
59 63 90 36 => 86 85 (conf: 0.94)
59 63 90 86 => 36 85 (conf: 0.89)
59 63 90 85 => 36 86 (conf: 0.84)
59 63 36 86 => 85 90 (conf: 0.92)
59 63 36 85 => 86 90 (conf: 0.87)
59 63 86 85 => 36 90 (conf: 0.81)
59 90 36 86 => 85 63 (conf: 0.81)
59 90 36 85 => 86 63 (conf: 0.77)
59 90 86 85 => 36 63 (conf: 0.70)
59 36 86 85 => 90 63 (conf: 0.75)
63 90 36 86 => 85 59 (conf: 0.86)
63 90 36 85 => 86 59 (conf: 0.82)
63 90 86 85 => 36 59 (conf: 0.74)
63 36 86 85 => 90 59 (conf: 0.80)
59 63 90 36 86 => 85 (conf: 1.00)
59 63 90 36 85 => 86 (conf: 0.94)
59 63 90 86 85 => 36 (conf: 0.89)
59 63 36 86 85 => 90 (conf: 0.92)
59 90 36 86 85 => 63 (conf: 0.81)
63 90 36 86 85 => 59 (conf: 0.86)
39 => 34 90 36 86 85 (conf: 0.72)
39 34 => 36 85 86 90 (conf: 0.74)
39 90 => 36 85 86 34 (conf: 0.81)
39 36 => 85 90 86 34 (conf: 0.88)
39 86 => 36 90 85 34 (conf: 0.74)
39 85 => 36 90 86 34 (conf: 0.72)
34 36 => 39 85 86 90 (conf: 0.61)
90 36 => 39 85 86 34 (conf: 0.62)
36 86 => 39 90 85 34 (conf: 0.61)
39 34 90 => 36 86 85 (conf: 0.84)
39 34 36 => 85 86 90 (conf: 0.92)
39 34 86 => 36 85 90 (conf: 0.74)
39 34 85 => 36 86 90 (conf: 0.74)
39 90 36 => 85 86 34 (conf: 0.95)
39 90 86 => 36 85 34 (conf: 0.84)
39 90 85 => 36 86 34 (conf: 0.81)
39 36 86 => 90 85 34 (conf: 0.92)
39 36 85 => 90 86 34 (conf: 0.88)
39 86 85 => 36 90 34 (conf: 0.74)
34 90 36 => 39 86 85 (conf: 0.64)
34 36 86 => 39 85 90 (conf: 0.61)
34 36 85 => 39 86 90 (conf: 0.61)
90 36 86 => 39 85 34 (conf: 0.64)
90 36 85 => 39 86 34 (conf: 0.62)
36 86 85 => 39 90 34 (conf: 0.61)
39 34 90 36 => 86 85 (conf: 1.00)
39 34 90 86 => 36 85 (conf: 0.84)
39 34 90 85 => 36 86 (conf: 0.84)
39 34 36 86 => 85 90 (conf: 0.92)
39 34 36 85 => 86 90 (conf: 0.92)
39 34 86 85 => 36 90 (conf: 0.74)
39 90 36 86 => 85 34 (conf: 1.00)
39 90 36 85 => 86 34 (conf: 0.95)
39 90 86 85 => 36 34 (conf: 0.84)
39 36 86 85 => 90 34 (conf: 0.92)
34 90 36 86 => 39 85 (conf: 0.64)
34 90 36 85 => 39 86 (conf: 0.64)
34 36 86 85 => 39 90 (conf: 0.61)
90 36 86 85 => 39 34 (conf: 0.64)
39 34 90 36 86 => 85 (conf: 1.00)
39 34 90 36 85 => 86 (conf: 1.00)
39 34 90 86 85 => 36 (conf: 0.84)
39 34 36 86 85 => 90 (conf: 0.92)
39 90 36 86 85 => 34 (conf: 1.00)
34 90 36 86 85 => 39 (conf: 0.64)
59 => 39 34 2 86 85 (conf: 0.62)
2 => 39 34 59 86 85 (conf: 0.76)
39 59 => 85 2 34 86 (conf: 0.89)
39 2 => 85 86 34 59 (conf: 0.81)
34 59 => 39 2 85 86 (conf: 0.64)
34 2 => 39 86 85 59 (conf: 0.79)
59 2 => 39 85 86 34 (conf: 0.87)
59 86 => 39 85 2 34 (conf: 0.64)
59 85 => 39 2 34 86 (conf: 0.62)
2 86 => 39 85 34 59 (conf: 0.79)
2 85 => 39 86 34 59 (conf: 0.76)
39 34 59 => 2 85 86 (conf: 0.94)
39 34 2 => 86 85 59 (conf: 0.85)
39 59 2 => 85 86 34 (conf: 0.94)
39 59 86 => 85 2 34 (conf: 0.94)
39 59 85 => 2 34 86 (conf: 0.89)
39 2 86 => 85 34 59 (conf: 0.85)
39 2 85 => 86 34 59 (conf: 0.81)
34 59 2 => 39 86 85 (conf: 0.92)
34 59 86 => 39 2 85 (conf: 0.64)
34 59 85 => 39 2 86 (conf: 0.64)
34 2 86 => 39 85 59 (conf: 0.79)
34 2 85 => 39 86 59 (conf: 0.79)
59 2 86 => 39 85 34 (conf: 0.92)
59 2 85 => 39 86 34 (conf: 0.87)
59 86 85 => 39 2 34 (conf: 0.64)
2 86 85 => 39 34 59 (conf: 0.79)
39 34 59 2 => 86 85 (conf: 1.00)
39 34 59 86 => 2 85 (conf: 0.94)
39 34 59 85 => 2 86 (conf: 0.94)
39 34 2 86 => 85 59 (conf: 0.85)
39 34 2 85 => 86 59 (conf: 0.85)
39 59 2 86 => 85 34 (conf: 1.00)
39 59 2 85 => 86 34 (conf: 0.94)
39 59 86 85 => 2 34 (conf: 0.94)
39 2 86 85 => 34 59 (conf: 0.85)
34 59 2 86 => 39 85 (conf: 0.92)
34 59 2 85 => 39 86 (conf: 0.92)
34 59 86 85 => 39 2 (conf: 0.64)
34 2 86 85 => 39 59 (conf: 0.79)
59 2 86 85 => 39 34 (conf: 0.92)
39 34 59 2 86 => 85 (conf: 1.00)
39 34 59 2 85 => 86 (conf: 1.00)
39 34 59 86 85 => 2 (conf: 0.94)
39 34 2 86 85 => 59 (conf: 0.85)
39 59 2 86 85 => 34 (conf: 1.00)
34 59 2 86 85 => 39 (conf: 0.92)
2 => 34 59 90 86 85 (conf: 0.73)
34 59 => 85 2 90 86 (conf: 0.62)
34 2 => 85 86 90 59 (conf: 0.77)
59 2 => 90 85 34 86 (conf: 0.85)
59 90 => 85 2 34 86 (conf: 0.65)
59 86 => 85 90 2 34 (conf: 0.62)
2 90 => 85 86 34 59 (conf: 0.84)
2 86 => 90 85 34 59 (conf: 0.77)
2 85 => 90 86 34 59 (conf: 0.73)
34 59 2 => 85 86 90 (conf: 0.89)
34 59 90 => 2 85 86 (conf: 0.68)
34 59 86 => 85 2 90 (conf: 0.62)
34 59 85 => 2 90 86 (conf: 0.62)
34 2 90 => 86 85 59 (conf: 0.88)
34 2 86 => 85 90 59 (conf: 0.77)
34 2 85 => 86 90 59 (conf: 0.77)
59 2 90 => 85 86 34 (conf: 0.94)
59 2 86 => 90 85 34 (conf: 0.89)
59 2 85 => 90 86 34 (conf: 0.85)
59 90 86 => 85 2 34 (conf: 0.68)
59 90 85 => 2 34 86 (conf: 0.65)
59 86 85 => 90 2 34 (conf: 0.62)
2 90 86 => 85 34 59 (conf: 0.88)
2 90 85 => 86 34 59 (conf: 0.84)
2 86 85 => 90 34 59 (conf: 0.77)
34 59 2 90 => 86 85 (conf: 1.00)
34 59 2 86 => 85 90 (conf: 0.89)
34 59 2 85 => 86 90 (conf: 0.89)
34 59 90 86 => 2 85 (conf: 0.68)
34 59 90 85 => 2 86 (conf: 0.68)
34 59 86 85 => 2 90 (conf: 0.62)
34 2 90 86 => 85 59 (conf: 0.88)
34 2 90 85 => 86 59 (conf: 0.88)
34 2 86 85 => 90 59 (conf: 0.77)
59 2 90 86 => 85 34 (conf: 1.00)
59 2 90 85 => 86 34 (conf: 0.94)
59 2 86 85 => 90 34 (conf: 0.89)
59 90 86 85 => 2 34 (conf: 0.68)
2 90 86 85 => 34 59 (conf: 0.88)
34 59 2 90 86 => 85 (conf: 1.00)
34 59 2 90 85 => 86 (conf: 1.00)
34 59 2 86 85 => 90 (conf: 0.89)
34 59 90 86 85 => 2 (conf: 0.68)
34 2 90 86 85 => 59 (conf: 0.88)
59 2 90 86 85 => 34 (conf: 1.00)
2 => 39 34 90 86 85 (conf: 0.76)
39 2 => 90 85 34 86 (conf: 0.82)
39 90 => 85 2 34 86 (conf: 0.64)
34 2 => 39 85 86 90 (conf: 0.80)
2 90 => 39 85 86 34 (conf: 0.87)
2 86 => 39 90 85 34 (conf: 0.80)
2 85 => 39 90 86 34 (conf: 0.76)
39 34 2 => 85 86 90 (conf: 0.86)
39 34 90 => 2 85 86 (conf: 0.67)
39 2 90 => 85 86 34 (conf: 0.94)
39 2 86 => 90 85 34 (conf: 0.86)
39 2 85 => 90 86 34 (conf: 0.82)
